,Name,Year,Mileage,Count Raiting,Rating,Fuel type,Interior color,Exterior_color,Price,bind_price
375,Toyota Corolla LE,2005,98330.0,1097.0,4.7,0, Pebble Beige , Gold ,6995.0,2
376,Toyota Corolla LE,2020,52961.0,588.0,4.7,0, Black , White ,24900.0,5
378,Toyota Corolla LE,2020,61227.0,61.0,4.7,0, Black , Blue ,19990.0,4
379,Toyota Corolla LE,2020,60825.0,510.0,4.8,0, Black , Blue Crush Metallic ,21917.0,5
381,Toyota Corolla LE,2020,20970.0,430.0,4.2,0, Black , Black ,23659.0,5
383,Toyota Corolla LE,2020,42598.0,83.0,4.8,0, Black , Super White ,19998.0,4
384,Toyota Corolla LE,2020,25113.0,1351.0,4.9,0, Black , CELESTITE ,21966.0,5
388,Toyota Corolla LE,2017,59489.0,163.0,4.7,0, Ash , Classic Silver Metallic ,17697.0,4
389,Toyota Corolla LE,2020,50349.0,298.0,4.6,0, Black , Super White ,20000.0,4
390,Toyota Corolla LE,2020,28486.0,1648.0,4.7,0, Black , Blueprint ,21950.0,5
391,Toyota Corolla LE,2019,52694.0,28.0,4.6,0, Ash / Dark Gray , Classic Silver Metallic ,19943.0,4
392,Toyota Corolla LE,2020,38501.0,220.0,4.6,0, Black , Blue ,20988.0,5
393,Toyota Corolla LE,2021,27226.0,666.0,4.7,0, Black , Classic Silver Metallic ,23357.0,5
394,Toyota Corolla LE,2020,20785.0,863.0,4.8,0, Light Gray , CELESTITE ,25440.0,6
398,Toyota Corolla LE,2019,42429.0,510.0,4.7,0, Black / Brown , Falcon Gray Metallic ,22980.0,5
399,Toyota Corolla LE,2020,21802.0,84.0,4.0,0, Black , White ,22500.0,5
400,Toyota Corolla LE,2017,63660.0,929.0,4.7,0, Ash , Slate Metallic ,18995.0,4
401,Toyota Corolla LE,2017,96001.0,157.0,4.6,0, Black , Classic Silver Metallic ,15960.0,4
403,Toyota Corolla LE,2020,50662.0,1056.0,4.9,0, Light Gray , CELESTITE ,21708.0,5
405,Toyota Corolla LE,2018,26632.0,18.0,3.6,0, Black , White ,16999.0,4
406,Toyota Corolla LE,2020,32041.0,3002.0,4.8,0, Light Gray , Super White ,21922.0,5
408,Toyota Corolla LE,2020,51615.0,588.0,4.7,0, Black , Black ,22758.0,5
409,Toyota Corolla LE,2020,51476.0,46.0,4.7,0, Black , Black ,20995.0,5
410,Toyota Corolla LE,2020,37404.0,2528.0,4.5,0, Light Gray , CELESTITE ,22488.0,5
411,Toyota Corolla LE,2020,20798.0,840.0,4.5,0, Black , Black Sand Pearl ,26995.0,6
412,Toyota Corolla LE,2020,17923.0,563.0,4.9,0, Gray , Blue ,24900.0,5
413,Toyota Corolla LE,2020,51912.0,5071.0,4.5,0, Black , Super White ,19821.0,4
414,Toyota Corolla LE,2019,38261.0,53.0,4.5,0, Almond , Super White ,17995.0,4
415,Toyota Corolla LE,2020,49875.0,420.0,4.5,0, Light Gray , Silver ,19695.0,4
416,Toyota Corolla LE,2020,39707.0,1.0,5.0,0, Black , Super White ,21952.0,5
417,Toyota Corolla LE,2018,56928.0,505.0,4.9,0, Ash , Barcelona Red Metallic ,19890.0,4
418,Toyota Corolla LE,2021,10065.0,547.0,4.7,0, Black , White ,25988.0,6
419,Toyota Corolla LE,2019,41610.0,648.0,4.9,0, Steel Gray , Classic Silver Metallic ,19500.0,4
421,Toyota Corolla LE,2020,57536.0,41.0,5.0,0, Black , Black Sand Pearl ,19709.0,4
422,Toyota Corolla LE,2017,172152.0,930.0,4.6,0, Ash , Classic Silver Metallic ,8908.0,2
423,Toyota Corolla LE,2021,8300.0,3078.0,4.8,0, Light Gray , CELESTITE ,22131.0,5
424,Toyota Corolla LE,2021,4294.0,269.0,4.6,0, Black , Blizzard Pearl ,23995.0,5
425,Toyota Corolla LE,2019,61400.0,263.0,4.1,0, Black , Classic Silver Metallic ,19989.0,4
426,Toyota Corolla LE,2020,23754.0,1843.0,4.8,0, Light Gray , Super White ,21384.0,5
427,Toyota Corolla LE,2020,60657.0,3078.0,4.8,0, Light Gray , BLUPRINT ,18594.0,4
428,Toyota Corolla LE,2019,11250.0,852.0,4.8,0, Almond , Black Sand Pearl ,22647.0,5
430,Toyota Corolla LE,2020,1765.0,510.0,4.8,0, Black , Black Sand Pearl ,25165.0,6
431,Toyota Corolla LE,2020,51462.0,4.0,3.8,0, Black , Gray ,20308.0,5
432,Toyota Corolla LE,2021,19300.0,3127.0,4.8,0, Light Gray , Gray ,23000.0,5
434,Toyota Corolla LE,2017,69241.0,541.0,4.5,0, Ash , Classic Silver Metallic ,17900.0,4
436,Toyota Corolla LE,2020,54137.0,3078.0,4.8,0, Black , Super White ,18824.0,4
437,Toyota Corolla LE,2020,30704.0,1360.0,4.8,0, Black , Gray ,22995.0,5
438,Toyota Corolla LE,2017,72885.0,1272.0,4.7,0, Black , Slate Metallic ,17500.0,4
442,Toyota Corolla LE,2020,52053.0,1551.0,4.8,0, Black , CELESTITE ,21000.0,5
443,Toyota Corolla LE,2017,68284.0,430.0,4.8,0, Gray , Silver ,16799.0,4
445,Toyota Corolla LE,2020,36788.0,1945.0,4.8,0, Macadamia , Blueprint ,21859.0,5
446,Toyota Corolla LE,2020,64040.0,249.0,4.3,0, Black , Black Sand Pearl ,21112.0,5
447,Toyota Corolla LE,2019,57377.0,24.0,3.5,0, Black / Brown , Barcelona Red Metallic ,19443.0,4
448,Toyota Corolla LE,2020,42584.0,768.0,4.5,0, Black , Classic Silver Metallic ,21993.0,5
451,Toyota Corolla LE,2020,53789.0,588.0,4.7,0, Black , Gray ,22784.0,5
452,Toyota Corolla LE,2020,54401.0,3078.0,4.8,0, Light Gray , Super White ,18878.0,4
454,Toyota Corolla LE,2017,197731.0,930.0,4.6,0, Ash , Classic Silver Metallic ,8910.0,2
455,Toyota Corolla LE,2018,35975.0,145.0,4.1,0, Black , Black Sand Pearl ,19980.0,4
456,Toyota Corolla LE,2020,11857.0,1594.0,4.8,0, Lt Gry Premium Fabric , Barcelona Red ,20890.0,5
457,Toyota Corolla LE,2018,51571.0,828.0,4.9,0, Gray , Black Sand Pearl ,17499.0,4
458,Toyota Corolla LE,2020,52881.0,905.0,4.6,0, Black , Super White ,21695.0,5
459,Toyota Corolla LE,2020,61468.0,458.0,4.5,0, Black , Black ,20000.0,4
460,Toyota Corolla LE,2020,22351.0,1901.0,4.7,0, Black , Red ,22991.0,5
461,Toyota Corolla LE,2019,46220.0,1434.0,4.6,0, Ash , Super White ,24988.0,5
463,Toyota Corolla LE,2020,58768.0,118.0,4.1,0, Macadamia , Silver ,21697.0,5
464,Toyota Corolla LE,2021,28116.0,1481.0,4.7,0, Light Gray , Black Sand Pearl ,22995.0,5
466,Toyota Corolla LE,2020,44378.0,2417.0,4.8,0, Light Gray , Gray Metallic ,21698.0,5
467,Toyota Corolla LE,2018,30699.0,1645.0,4.6,0, Gray , White ,19872.0,4
468,Toyota Corolla LE,2017,86772.0,37.0,3.9,0, Black , White ,17690.0,4
469,Toyota Corolla LE,2021,12623.0,620.0,4.3,0, Black , Classic Silver Metallic ,25885.0,6
470,Toyota Corolla LE,2020,22614.0,1351.0,4.9,0, Black , Classic Silver Metallic ,22315.0,5
471,Toyota Corolla LE,2020,38634.0,510.0,4.7,0, Black , 01F7 ,23112.0,5
472,Toyota Corolla LE,2018,79076.0,87.0,4.4,0, Steel Gray , Super White ,18000.0,4
473,Toyota Corolla LE,2017,53777.0,1359.0,4.9,0, Ash , Galactic Aqua ,19551.0,4
474,Toyota Corolla LE,2019,58102.0,263.0,4.1,0, Black , Super White ,19998.0,4
476,Toyota Corolla LE,2018,33038.0,364.0,4.1,0, Black , Black Sand Pearl ,19459.0,4
477,Toyota Corolla LE,2020,59406.0,1010.0,4.0,0, Black , CELESTITE ,19989.0,4
478,Toyota Corolla LE,2020,58832.0,1010.0,4.0,0, Black , CELESTITE ,20378.0,5
479,Toyota Corolla LE,2020,25553.0,400.0,4.5,0, Black , Blueprint ,23495.0,5
481,Toyota Corolla LE,2020,33337.0,6829.0,4.9,0, Black , Blueprint ,21300.0,5
482,Toyota Corolla LE,2011,145431.0,213.0,4.7,0, Ash , Barcelona Red Metallic ,9470.0,2
483,Toyota Corolla LE,2020,58601.0,5.0,3.4,0, Black , Silver ,19500.0,4
484,Toyota Corolla LE,2019,34094.0,409.0,4.6,0, Black , Slate Metallic ,23880.0,5
485,Toyota Corolla LE,2013,106000.0,378.0,4.8,0, Ash , Super White ,11848.0,3
486,Toyota Corolla LE,2020,34126.0,2980.0,4.9,0, Black , Super White ,22822.0,5
488,Toyota Corolla LE,2020,58412.0,59.0,3.9,0, Gray , Silver ,22995.0,5
489,Toyota Corolla LE,2018,52892.0,1390.0,4.8,0, Black / Brown , Falcon Gray Metallic ,21491.0,5
490,Toyota Corolla LE,2019,54186.0,652.0,4.5,0, Black , White ,18609.0,4
492,Toyota Corolla LE,2020,58087.0,202.0,4.5,0, Black , Classic Silver Metallic ,22255.0,5
494,Toyota Corolla LE,2021,12575.0,168.0,4.9,0, Black , White ,20995.0,5
495,Toyota Corolla LE,2020,53701.0,45.0,4.7,0, Tan , Black ,21488.0,5
498,Toyota Corolla LE,2020,82163.0,5.0,3.4,0, Black , Black ,22000.0,5
500,Toyota Corolla LE,2019,28296.0,449.0,4.5,0, Ash , Black Sand Pearl ,19994.0,4
501,Toyota Corolla LE,2020,58409.0,157.0,4.4,0, Light Gray , Super White ,23999.0,5
502,Toyota Corolla LE,2019,32319.0,96.0,3.5,0, Ash , Galactic Aqua ,22888.0,5
504,Toyota Corolla LE,2020,45032.0,639.0,4.6,0, Gray , Black ,21989.0,5
505,Toyota Corolla LE,2019,55273.0,152.0,4.6,0, Black , Gray ,21310.0,5
506,Toyota Corolla LE,2020,21368.0,666.0,4.7,0, Black , CELESTITE ,21977.0,5
507,Toyota Corolla LE,2020,37016.0,12.0,2.0,0, Macadamia , White ,18999.0,4
508,Toyota Corolla LE,2012,40093.0,3151.0,4.7,0, Ash , Classic Silver Metallic ,15479.0,4
509,Toyota Corolla LE,2020,10025.0,1385.0,4.6,0, Black , Black Sand Pearl ,23925.0,5
512,Toyota Corolla LE,2020,53828.0,2745.0,4.8,0, Gray , Blueprint ,24583.0,5
513,Toyota Corolla LE,2020,31120.0,2650.0,4.9,0, Gray , Super White ,21992.0,5
514,Toyota Corolla LE,2017,165400.0,930.0,4.6,0, Ash , Classic Silver Metallic ,8909.0,2
515,Toyota Corolla LE,2019,58260.0,7772.0,4.9,0, Black , Slate Metallic ,18899.0,4
517,Toyota Corolla LE,2018,60991.0,1336.0,4.4,0, Ash , Black Sand Pearl ,18500.0,4
518,Toyota Corolla LE,2018,63371.0,1124.0,4.7,0, Black , Black Sand Pearl ,20991.0,5
520,Toyota Corolla LE,2020,51463.0,3.0,3.7,0, Black , Blue ,20995.0,5
521,Toyota Corolla LE,2019,61078.0,29.0,2.7,0, Steel Gray , Super White ,20988.0,5
522,Toyota Corolla LE,2019,63910.0,4190.0,4.9,0, Gray , White ,20790.0,5
523,Toyota Corolla LE,2015,41924.0,1417.0,4.7,0, Ash , Super White ,17500.0,4
524,Toyota Corolla LE,2021,8817.0,620.0,4.3,0, Black , Classic Silver ,24888.0,5
525,Toyota Corolla LE,2021,8035.0,620.0,4.3,0, Black , Classic Silver Metallic ,24888.0,5
527,Toyota Corolla LE,2018,16015.0,59.0,3.9,0, Tan , Gray ,18995.0,4
528,Toyota Corolla LE,2020,22263.0,666.0,4.7,0, Black , Super White ,21977.0,5
529,Toyota Corolla LE,2020,41694.0,2528.0,4.5,0, Black , Black Sand Pearl ,20788.0,5
530,Toyota Corolla LE,2020,55010.0,4864.0,4.9,0, Black , Gray ,22490.0,5
531,Toyota Corolla LE,2020,57527.0,556.0,4.3,0, Gray , – ,21995.0,5
532,Toyota Corolla LE,2018,44180.0,6287.0,4.8,0, Black , Falcon Gray Metallic ,19298.0,4
533,Toyota Corolla LE,2020,79303.0,1226.0,4.8,0, Black , Black Sand Pearl ,18691.0,4
534,Toyota Corolla LE,2019,60964.0,1.0,1.0,0, Black , Super White ,19686.0,4
535,Toyota Corolla LE,2020,48428.0,49.0,2.9,0, Black , Silver ,22988.0,5
536,Toyota Corolla LE,2020,24672.0,10.0,4.6,0, Gray , Black ,21995.0,5
537,Toyota Corolla LE,2020,50081.0,430.0,4.8,0, Black , Black ,19599.0,4
538,Toyota Corolla LE,2021,24150.0,768.0,4.5,0, Gray , Celestite ,23992.0,5
539,Toyota Corolla LE,2020,61404.0,761.0,4.4,0, Black , CELESTITE ,20500.0,5
540,Toyota Corolla LE,2020,55599.0,23.0,3.5,0, Black , Black Sand Pearl ,19998.0,4
541,Toyota Corolla LE,2013,89345.0,312.0,4.7,0, Ash , Red ,12720.0,3
543,Toyota Corolla LE,2020,24865.0,2052.0,4.8,0, Gray , Blue ,26892.0,6
544,Toyota Corolla LE,2018,40683.0,2703.0,4.6,0, Black , White ,18595.0,4
545,Toyota Corolla LE,2020,22502.0,130.0,4.2,0, Black , Blueprint ,22992.0,5
546,Toyota Corolla LE,2020,25402.0,2435.0,4.7,0, Gray , Classic Silver Metallic ,21682.0,5
547,Toyota Corolla LE,2019,71339.0,68.0,4.2,0, Gray , Silver ,21500.0,5
548,Toyota Corolla LE,2020,23500.0,1691.0,4.7,0, Gray , Blueprint ,21477.0,5
549,Toyota Corolla LE,2019,60914.0,14.0,3.9,0, Ash / Dark Gray , Falcon Gray Metallic ,18951.0,4
550,Toyota Corolla LE,2020,31011.0,16.0,3.6,0, Black , Silver ,19995.0,4
553,Toyota Corolla LE,2019,23365.0,2418.0,4.5,0, Ash , Classic Silver Metallic ,20772.0,5
555,Toyota Corolla LE,2020,50856.0,194.0,4.5,0, Black , Classic Silver Metallic ,19500.0,4
556,Toyota Corolla LE,2020,48901.0,2397.0,4.6,0, Black , Black Sand Pearl ,20383.0,5
557,Toyota Corolla LE,2021,18674.0,36.0,3.7,0, Light Gray , Black ,23999.0,5
558,Toyota Corolla LE,2020,66002.0,109.0,4.0,0, Macadamia , Super White ,20000.0,4
559,Toyota Corolla LE,2011,89046.0,226.0,4.0,0, Ash , Magnetic Gray Metallic ,12493.0,3
560,Toyota Corolla LE,2020,55962.0,510.0,4.4,0, Black , Classic Silver Metallic ,18994.0,4
564,Toyota Corolla LE,2020,55249.0,1010.0,4.0,0, Black , Black Sand Pearl ,20515.0,5
565,Toyota Corolla LE,2009,44695.0,65.0,4.4,0, Bisque , Silver ,10999.0,3
566,Toyota Corolla LE,2020,31560.0,2417.0,4.8,0, Black , Black Sand Pearl ,22900.0,5
568,Toyota Corolla LE,2019,36191.0,1843.0,4.8,0, Black , White ,19755.0,4
569,Toyota Corolla LE,2021,27000.0,2.0,3.4,0, Black , Black ,19900.0,4
571,Toyota Corolla LE,2020,32299.0,2254.0,4.8,0, Light Gray , White ,21998.0,5
572,Toyota Corolla LE,2018,29040.0,2296.0,4.7,0, Black , Slate Metallic ,18999.0,4
575,Toyota Corolla LE,2017,53846.0,128.0,4.4,0, Gray , Classic Silver Metallic ,20200.0,5
577,Toyota Corolla LE,2017,54898.0,42.0,3.2,0," Ash/Dark Gray Fabric, premium cloth ", Galactic Aqua Mica ,13899.0,3
580,Toyota Corolla LE,2020,61905.0,696.0,4.6,0, Black , Silver ,22405.0,5
582,Toyota Corolla LE,2018,56404.0,6.0,5.0,0, Black , Super White ,18689.0,4
584,Toyota Corolla LE,2019,48953.0,42.0,3.2,0, Gray , White ,15899.0,4
585,Toyota Corolla LE,2016,222421.0,930.0,4.6,0, Ash , Classic Silver Metallic ,8907.0,2
586,Toyota Corolla LE,2020,53315.0,1.0,1.0,0, Black , Blueprint ,20353.0,5
587,Toyota Corolla LE,2018,100624.0,929.0,4.7,0, Steel Gray , Galactic Aqua ,16995.0,4
588,Toyota Corolla LE,2020,25815.0,2146.0,4.8,0, Light Gray , CELESTITE ,22712.0,5
589,Toyota Corolla LE,2021,21832.0,2183.0,4.9,0, Light Gray , Classic Silver Metallic ,23991.0,5
590,Toyota Corolla LE,2018,84569.0,42.0,3.2,0, Gray , Barcelona Red Metallic ,14899.0,3
591,Toyota Corolla LE,2020,56935.0,1010.0,4.0,0, Black , Classic Silver Metallic ,20423.0,5
592,Toyota Corolla LE,2019,136255.0,681.0,3.9,0, Black , Super White ,17012.0,4
593,Toyota Corolla LE,2019,33108.0,208.0,4.7,0, FB21 , CLASSIC SILVER MET ,24888.0,5
594,Toyota Corolla LE,2020,58645.0,820.0,4.8,0, Black , Gray ,22950.0,5
595,Toyota Corolla LE,2020,33836.0,641.0,4.4,0, Black , Super White ,24878.0,5
596,Toyota Corolla LE,2020,60119.0,362.0,4.3,0, Black , Classic Silver Metallic ,19398.0,4
598,Toyota Corolla LE,2019,59051.0,6.0,5.0,0, Black , Classic Silver Metallic ,19239.0,4
599,Toyota Corolla LE,2020,55652.0,2.0,5.0,0, Black , Celestite Gray Metallic ,18881.0,4
600,Toyota Corolla LE,2019,73661.0,25.0,3.1,0, Black , Slate ,17789.0,4
602,Toyota Corolla LE,2018,54621.0,42.0,3.2,0, Gray , Black Sand Pearl ,11199.0,3
603,Toyota Corolla LE,2021,25139.0,452.0,4.4,0, Light Gray , Blueprint ,22985.0,5
607,Toyota Corolla LE,2019,58429.0,263.0,4.1,0, Black , Classic Silver Metallic ,19998.0,4
608,Toyota Corolla LE,2020,19591.0,1606.0,4.6,0, Black , Classic Silver Metallic ,21995.0,5
609,Toyota Corolla LE,2020,58270.0,905.0,4.6,0, Black , Super White ,20995.0,5
610,Toyota Corolla LE,2020,4857.0,2211.0,4.8,0, Macadamia , Barcelona Red Metallic ,24323.0,5
611,Toyota Corolla LE,2017,37970.0,228.0,4.7,0, Black , Barcelona Red Metallic ,19741.0,4
612,Toyota Corolla LE,2017,125964.0,2417.0,4.8,0, Ash , Barcelona Red Metallic ,15173.0,4
613,Toyota Corolla LE,2020,56715.0,761.0,4.4,0, Light Gray , Classic Silver Metallic ,20500.0,5
614,Toyota Corolla LE,2020,52298.0,111.0,4.7,0, Black , Silver ,24195.0,5
615,Toyota Corolla LE,2019,42289.0,603.0,4.6,0, Ash , Barcelona Red Metallic ,20997.0,5
618,Toyota Corolla LE,2020,35092.0,1616.0,4.5,0, Black , Classic Silver Metallic ,21347.0,5
619,Toyota Corolla LE,2021,9704.0,456.0,4.3,0, Black , Blizzard Pearl ,26999.0,6
621,Toyota Corolla LE,2020,29315.0,768.0,4.5,0, Gray , Celestite ,22993.0,5
624,Toyota Corolla LE,2020,16886.0,551.0,4.6,0, Pastel Slate Gray , Bright Silver Metallic ,22491.0,5
625,Toyota Corolla LE,2020,16759.0,2665.0,4.8,0, Black , Super White ,24991.0,5
627,Toyota Corolla LE,2020,59499.0,2.0,5.0,0, Black , Classic Silver Metallic ,18991.0,4
628,Toyota Corolla LE,2020,26038.0,333.0,4.1,0, Macadamia , Celestite Gray Metallic ,26911.0,6
630,Toyota Corolla LE,2019,30381.0,2413.0,4.6,0, Ash / Dark Gray , Slate ,19200.0,4
631,Toyota Corolla LE,2020,54609.0,1153.0,4.7,0, Black , Classic Silver Metallic ,22000.0,5
632,Toyota Corolla LE,2020,55201.0,263.0,4.1,0, Black , Super White ,20994.0,5
634,Toyota Corolla LE,2016,47094.0,869.0,4.9,0, Ash , Slate Metallic ,19988.0,4
639,Toyota Corolla LE,2021,12159.0,5507.0,4.8,0, Light Gray , Classic Silver Metallic ,23900.0,5
640,Toyota Corolla LE,2019,27592.0,768.0,4.5,0, Black , Falcon Gray Metallic ,19999.0,4
641,Toyota Corolla LE,2018,69634.0,3474.0,4.8,0, Beige , Red ,18890.0,4
643,Toyota Corolla LE,2018,56826.0,905.0,4.6,0, Black , Black Sand Pearl ,19695.0,4
644,Toyota Corolla LE,2020,40538.0,1232.0,4.6,0, FB20 , BARCELONA RED METALLIC ,22300.0,5
647,Toyota Corolla LE,2018,59138.0,6.0,5.0,0, Black , Classic Silver Metallic ,17889.0,4
650,Toyota Corolla LE,2018,87620.0,99.0,4.7,0, Black , Black Sand Pearl ,20991.0,5
652,Toyota Corolla LE,2017,94750.0,4150.0,4.8,0, Black , Falcon Gray Metallic ,18597.0,4
653,Toyota Corolla LE,2019,41996.0,543.0,4.5,0, Black , Classic Silver Metallic ,22991.0,5
654,Toyota Corolla LE,2019,60706.0,374.0,4.5,0, Ash , White ,21858.0,5
655,Toyota Corolla LE,2019,63639.0,165.0,4.9,0, Almond , Super White ,21877.0,5
657,Toyota Corolla LE,2020,11462.0,2146.0,4.8,0, Light Gray , Super White ,23900.0,5
658,Toyota Corolla LE,2019,35252.0,768.0,4.5,0, Black , Blizzard Pearl ,21700.0,5
659,Toyota Corolla LE,2020,63850.0,269.0,4.6,0, Light Gray , Blue Crush Metallic ,19995.0,4
660,Toyota Corolla LE,2020,51525.0,3163.0,4.5,0, Black , Super White ,23250.0,5
661,Toyota Corolla LE,2019,54315.0,1835.0,4.7,0, Beige , White ,20337.0,5
664,Toyota Corolla LE,2020,52683.0,3078.0,4.8,0, Black , Classic Silver Metallic ,18960.0,4
666,Toyota Corolla LE,2020,54372.0,3078.0,4.8,0, Black , Super White ,18876.0,4
667,Toyota Corolla LE,2020,27672.0,3651.0,4.5,0, Black , Gray ,30999.0,6
668,Toyota Corolla LE,2019,30156.0,2418.0,4.5,0, Ash , Classic Silver Metallic ,20582.0,5
669,Toyota Corolla LE,2019,27214.0,1127.0,4.8,0, Gray , Black Sand Pearl ,21954.0,5
670,Toyota Corolla LE,2019,30900.0,1843.0,4.8,0, Ash , Silver ,19069.0,4
671,Toyota Corolla LE,2019,31904.0,1843.0,4.8,0, Ash , Silver ,19800.0,4
673,Toyota Corolla LE,2018,41659.0,45.0,4.6,0, Black , Galactic Aqua Metallic ,19495.0,4
674,Toyota Corolla LE,2020,53670.0,2.0,5.0,0, Black , Black Sand ,19881.0,4
675,Toyota Corolla LE,2020,25087.0,72.0,4.7,0, Black , Classic Silver Metallic ,23999.0,5
677,Toyota Corolla LE,2020,16880.0,1232.0,4.6,0, FB20 , BLUEPRINT ,22500.0,5
678,Toyota Corolla LE,2020,14162.0,2052.0,4.8,0, Black , Red ,24992.0,5
679,Toyota Corolla LE,2020,41674.0,153.0,4.2,0, Gray , Gray ,21995.0,5
681,Toyota Corolla LE,2019,57781.0,41.0,4.2,0, Black , Super White ,19643.0,4
682,Toyota Corolla LE,2019,41595.0,171.0,4.2,0, Black , Black ,16900.0,4
683,Toyota Corolla LE,2021,9402.0,1182.0,4.7,0, Black , Barcelona Red Metallic ,23887.0,5
684,Toyota Corolla LE,2020,57597.0,1010.0,4.0,0, Black , Blueprint ,19989.0,4
686,Toyota Corolla LE,2021,6187.0,620.0,4.3,0, Black , Classic Silver Metallic ,24888.0,5
687,Toyota Corolla LE,2019,30566.0,840.0,4.5,0, Black , Falcon Gray Metallic ,23995.0,5
688,Toyota Corolla LE,2020,34951.0,2980.0,4.9,0, Light Gray , Blueprint ,23469.0,5
689,Toyota Corolla LE,2019,61343.0,7.0,5.0,0, Black / Brown , Slate Metallic ,18633.0,4
691,Toyota Corolla LE,2019,56859.0,2479.0,4.8,0, Black , Black Sand Pearl ,18575.0,4
694,Toyota Corolla LE,2020,25715.0,230.0,4.9,0, Black , Black Sand Pearl ,21793.0,5
695,Toyota Corolla LE,2020,13360.0,946.0,4.7,0, Gray , White ,26935.0,6
696,Toyota Corolla LE,2020,33056.0,12.0,4.6,0, Light Gray , Black Sand Pearl ,21925.0,5
697,Toyota Corolla LE,2019,12298.0,5.0,3.4,0, Gray , Silver ,21500.0,5
698,Toyota Corolla LE,2020,20099.0,1054.0,4.5,0, Light Gray , Blueprint ,23965.0,5
699,Toyota Corolla LE,2013,65113.0,13.0,2.6,0, Ash , Magnetic Gray Metallic ,13500.0,3
702,Toyota Corolla LE,2017,33861.0,15.0,4.4,0, Black , Red ,17900.0,4
705,Toyota Corolla LE,2020,54524.0,1924.0,4.8,0, Black , Classic Silver Metallic ,21900.0,5
707,Toyota Corolla LE,2020,6986.0,6568.0,4.8,0, Black , Super White ,27492.0,6
709,Toyota Corolla LE,2019,61152.0,65.0,4.7,0, Black / Brown , Classic Silver Metallic ,19990.0,4
710,Toyota Corolla LE,2020,64523.0,796.0,4.5,0, Black , White ,21295.0,5
711,Toyota Corolla LE,2021,1696.0,768.0,4.5,0, Macadamia , Blizzard Pearl ,24637.0,5
712,Toyota Corolla LE,2015,85121.0,42.0,3.2,0, Gray , Barcelona Red Metallic ,11499.0,3
713,Toyota Corolla LE,2019,53333.0,263.0,4.1,0, Black , Classic Silver Metallic ,20168.0,5
716,Toyota Corolla LE,2020,36560.0,3651.0,4.5,0, Black , Super White ,29999.0,6
718,Toyota Corolla LE,2021,31192.0,2146.0,4.8,0, Light Gray , Blizzard Pearl ,21912.0,5
719,Toyota Corolla LE,2021,13578.0,2146.0,4.8,0, Light Gray , Super White ,23712.0,5
721,Toyota Corolla LE,2017,30000.0,2.0,5.0,0, Gray , Silver ,18999.0,4
723,Toyota Corolla LE,2020,25399.0,5414.0,4.8,0, Light Gray , Black ,21473.0,5
724,Toyota Corolla LE,2009,87290.0,167.0,4.6,0, Ash , Classic Silver Metallic ,9855.0,2
725,Toyota Corolla LE,2019,12776.0,17.0,4.5,0, Gray , Barcelona Red Metallic ,22883.0,5
727,Toyota Corolla LE,2020,63225.0,796.0,4.5,0, Black , Red ,19795.0,4
728,Toyota Corolla LE,2020,56792.0,696.0,4.6,0, Black , CELESTITE ,22495.0,5
729,Toyota Corolla LE,2021,12390.0,2146.0,4.8,0, Light Gray , Classic Silver Metallic ,23512.0,5
730,Toyota Corolla LE,2020,66109.0,65.0,4.7,0, Black , Classic Silver Metallic ,18997.0,4
731,Toyota Corolla LE,2019,34110.0,5327.0,4.4,0, FB11 , CLASSIC SILVER MET ,19588.0,4
733,Toyota Corolla LE,2020,56895.0,263.0,4.1,0, Black , Classic Silver Metallic ,20998.0,5
734,Toyota Corolla LE,2020,55781.0,263.0,4.1,0, Black , Classic Silver Metallic ,20919.0,5
735,Toyota Corolla LE,2020,27756.0,143.0,4.2,0, Light Gray , Blueprint ,22000.0,5
736,Toyota Corolla LE,2019,60813.0,152.0,4.6,0, Black , White ,20920.0,5
737,Toyota Corolla LE,2020,2305.0,411.0,4.7,0, Black , Super White ,25500.0,6
738,Toyota Corolla LE,2019,27884.0,2413.0,4.6,0, Ash , Gray ,19911.0,4
740,Toyota Corolla LE,2019,53315.0,26.0,4.9,0, Black , Slate ,19599.0,4
741,Toyota Corolla LE,2020,56473.0,1010.0,4.0,0, Black , Classic Silver Metallic ,19989.0,4
742,Toyota Corolla LE,2020,57495.0,109.0,4.7,0, Black , Silver ,21300.0,5
743,Toyota Corolla LE,2019,54945.0,91.0,4.8,0, Black , Classic Silver ,19729.0,4
746,Toyota Corolla LE,2019,49616.0,17.0,4.8,0, Black , Barcelona Red Metallic ,19650.0,4
747,Toyota Corolla LE,2018,146629.0,1290.0,4.5,0, Steel Gray , Super White ,14282.0,3
